Date Accessed,User Agent - Simple,User Agent - Full,IP Address,Number of Logins,Last Date Accessed
Fri Jan 25 2019 18:56:10 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,1,Fri Jan 25 2019 18:56:10 GMT-0600 (CST)
Fri Jan 25 2019 16:04:28 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",65.246.72.66,1,Fri Jan 25 2019 16:04:28 GMT-0600 (CST)
Fri Jan 25 2019 15:56:54 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.210.140,1,Fri Jan 25 2019 15:56:54 GMT-0600 (CST)
Fri Jan 25 2019 12:27:57 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,16,Fri Jan 25 2019 23:06:14 GMT-0600 (CST)
Fri Jan 25 2019 09:11:23 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,13,Fri Jan 25 2019 16:54:03 GMT-0600 (CST)
Fri Jan 25 2019 07:54:23 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,25,Sat Jan 26 2019 00:30:37 GMT-0600 (CST)
Thu Jan 24 2019 21:48:53 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,7,Fri Jan 25 2019 07:02:50 GMT-0600 (CST)
Thu Jan 24 2019 19:52:30 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,9,Thu Jan 24 2019 22:02:15 GMT-0600 (CST)
Thu Jan 24 2019 17:11:41 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.210.140,2,Thu Jan 24 2019 19:00:50 GMT-0600 (CST)
Thu Jan 24 2019 12:22:59 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,5,Thu Jan 24 2019 17:21:45 GMT-0600 (CST)
Thu Jan 24 2019 07:54:27 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,20,Thu Jan 24 2019 23:55:40 GMT-0600 (CST)
Thu Jan 24 2019 01:34:17 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,18,Thu Jan 24 2019 19:32:07 GMT-0600 (CST)
Wed Jan 23 2019 20:30:06 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,5,Wed Jan 23 2019 23:05:20 GMT-0600 (CST)
Wed Jan 23 2019 20:29:41 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,6,Thu Jan 24 2019 00:45:56 GMT-0600 (CST)
Wed Jan 23 2019 19:53:01 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,6,Wed Jan 23 2019 23:04:20 GMT-0600 (CST)
Wed Jan 23 2019 19:47:54 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",97.116.106.37,1,Wed Jan 23 2019 19:47:54 GMT-0600 (CST)
Wed Jan 23 2019 16:22:59 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",97.116.106.37,3,Wed Jan 23 2019 17:29:00 GMT-0600 (CST)
Wed Jan 23 2019 14:51:20 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",24.118.21.68,1,Wed Jan 23 2019 14:51:20 GMT-0600 (CST)
Wed Jan 23 2019 14:51:14 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",24.118.21.68,3,Wed Jan 23 2019 14:51:14 GMT-0600 (CST)
Wed Jan 23 2019 14:34:45 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.210.140,6,Wed Jan 23 2019 20:03:52 GMT-0600 (CST)
Wed Jan 23 2019 12:23:10 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,5,Wed Jan 23 2019 16:45:28 GMT-0600 (CST)
Wed Jan 23 2019 07:54:35 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,11,Wed Jan 23 2019 13:46:21 GMT-0600 (CST)
Wed Jan 23 2019 00:01:38 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,11,Wed Jan 23 2019 14:00:51 GMT-0600 (CST)
Tue Jan 22 2019 20:56:53 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,8,Wed Jan 23 2019 00:12:21 GMT-0600 (CST)
Tue Jan 22 2019 20:53:38 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,4,Tue Jan 22 2019 21:53:56 GMT-0600 (CST)
Tue Jan 22 2019 20:29:28 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",24.118.21.68,3,Tue Jan 22 2019 20:29:28 GMT-0600 (CST)
Tue Jan 22 2019 17:38:38 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.210.140,4,Tue Jan 22 2019 20:43:43 GMT-0600 (CST)
Tue Jan 22 2019 15:54:15 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",24.118.21.68,8,Tue Jan 22 2019 17:04:17 GMT-0600 (CST)
Tue Jan 22 2019 13:18:52 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",24.118.21.68,17,Tue Jan 22 2019 20:32:43 GMT-0600 (CST)
Tue Jan 22 2019 12:49:27 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.210.140,1,Tue Jan 22 2019 12:49:27 GMT-0600 (CST)
Tue Jan 22 2019 11:08:36 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,11,Tue Jan 22 2019 22:42:55 GMT-0600 (CST)
Tue Jan 22 2019 07:54:46 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,9,Tue Jan 22 2019 12:09:49 GMT-0600 (CST)
Tue Jan 22 2019 01:34:33 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,9,Tue Jan 22 2019 11:54:56 GMT-0600 (CST)
Mon Jan 21 2019 21:04:34 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,6,Tue Jan 22 2019 00:16:26 GMT-0600 (CST)
Mon Jan 21 2019 20:41:39 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.210.140,1,Mon Jan 21 2019 20:41:39 GMT-0600 (CST)
Mon Jan 21 2019 20:10:49 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,3,Mon Jan 21 2019 22:45:19 GMT-0600 (CST)
Mon Jan 21 2019 17:35:46 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",24.118.21.68,8,Mon Jan 21 2019 20:05:16 GMT-0600 (CST)
Mon Jan 21 2019 17:28:10 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.208.39,1,Mon Jan 21 2019 17:28:10 GMT-0600 (CST)
Mon Jan 21 2019 12:28:33 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,5,Mon Jan 21 2019 16:54:53 GMT-0600 (CST)
Mon Jan 21 2019 07:55:42 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,12,Mon Jan 21 2019 16:52:48 GMT-0600 (CST)
Mon Jan 21 2019 00:45:17 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,21,Tue Jan 22 2019 00:11:49 GMT-0600 (CST)
Sun Jan 20 2019 19:56:28 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,5,Sun Jan 20 2019 23:09:11 GMT-0600 (CST)
Sun Jan 20 2019 14:12:51 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,16,Mon Jan 21 2019 02:14:07 GMT-0600 (CST)
Sun Jan 20 2019 13:26:50 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",65.246.72.76,1,Sun Jan 20 2019 13:26:50 GMT-0600 (CST)
Sun Jan 20 2019 12:58:42 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",65.246.72.66,1,Sun Jan 20 2019 12:58:42 GMT-0600 (CST)
Sun Jan 20 2019 12:50:53 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.208.39,1,Sun Jan 20 2019 12:50:53 GMT-0600 (CST)
Sun Jan 20 2019 12:26:58 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,6,Sun Jan 20 2019 16:55:21 GMT-0600 (CST)
Sun Jan 20 2019 09:29:52 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.208.39,1,Sun Jan 20 2019 09:29:52 GMT-0600 (CST)
Sun Jan 20 2019 07:58:12 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,9,Sun Jan 20 2019 12:07:53 GMT-0600 (CST)
Sat Jan 19 2019 23:54:17 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,23,Sun Jan 20 2019 23:21:05 GMT-0600 (CST)
Sat Jan 19 2019 12:24:44 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,22,Sat Jan 19 2019 22:44:32 GMT-0600 (CST)
Sat Jan 19 2019 09:50:11 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.208.39,4,Sat Jan 19 2019 10:40:01 GMT-0600 (CST)
Sat Jan 19 2019 07:54:57 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,21,Sun Jan 20 2019 02:13:12 GMT-0600 (CST)
Sat Jan 19 2019 01:20:54 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,16,Sat Jan 19 2019 21:54:07 GMT-0600 (CST)
Fri Jan 18 2019 21:55:16 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,6,Sat Jan 19 2019 02:17:09 GMT-0600 (CST)
Fri Jan 18 2019 19:57:51 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,4,Fri Jan 18 2019 23:03:44 GMT-0600 (CST)
Fri Jan 18 2019 17:47:38 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.208.39,5,Fri Jan 18 2019 21:29:16 GMT-0600 (CST)
Fri Jan 18 2019 14:49:14 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,12,Fri Jan 18 2019 23:03:13 GMT-0600 (CST)
Fri Jan 18 2019 14:29:23 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,2,Fri Jan 18 2019 15:34:15 GMT-0600 (CST)
Fri Jan 18 2019 12:27:08 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,1,Fri Jan 18 2019 12:27:08 GMT-0600 (CST)
Fri Jan 18 2019 07:53:56 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,20,Fri Jan 18 2019 17:19:52 GMT-0600 (CST)
Fri Jan 18 2019 00:23:40 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,9,Fri Jan 18 2019 11:53:06 GMT-0600 (CST)
Thu Jan 17 2019 20:23:55 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.60 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,3,Thu Jan 17 2019 21:24:39 GMT-0600 (CST)
Thu Jan 17 2019 20:02:21 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,2,Thu Jan 17 2019 20:12:28 GMT-0600 (CST)
Thu Jan 17 2019 17:24:31 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.208.39,1,Thu Jan 17 2019 17:24:31 GMT-0600 (CST)
Thu Jan 17 2019 17:15:40 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.206.38,1,Thu Jan 17 2019 17:15:40 GMT-0600 (CST)
Thu Jan 17 2019 12:32:07 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,5,Thu Jan 17 2019 17:24:01 GMT-0600 (CST)
Thu Jan 17 2019 10:11:18 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.60 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,16,Fri Jan 18 2019 02:10:56 GMT-0600 (CST)
Thu Jan 17 2019 08:54:30 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,5,Thu Jan 17 2019 09:56:50 GMT-0600 (CST)
Wed Jan 16 2019 23:11:57 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.6 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.6",71.195.19.50,21,Thu Jan 17 2019 22:15:20 GMT-0600 (CST)
Wed Jan 16 2019 20:03:00 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,5,Wed Jan 16 2019 22:04:19 GMT-0600 (CST)
Wed Jan 16 2019 19:15:37 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.3 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.3",71.195.19.50,6,Wed Jan 16 2019 23:08:03 GMT-0600 (CST)
Wed Jan 16 2019 19:15:36 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,9,Thu Jan 17 2019 00:15:12 GMT-0600 (CST)
Wed Jan 16 2019 19:07:40 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.206.38,1,Wed Jan 16 2019 19:07:40 GMT-0600 (CST)
Wed Jan 16 2019 17:53:15 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.3 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.3",24.118.21.68,6,Wed Jan 16 2019 17:53:22 GMT-0600 (CST)
Wed Jan 16 2019 15:52:46 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",24.118.21.68,8,Wed Jan 16 2019 18:58:47 GMT-0600 (CST)
Wed Jan 16 2019 14:11:06 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.3 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.3",71.195.19.50,2,Wed Jan 16 2019 15:21:50 GMT-0600 (CST)
Wed Jan 16 2019 13:27:25 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",65.246.72.66,1,Wed Jan 16 2019 13:27:25 GMT-0600 (CST)
Wed Jan 16 2019 13:01:04 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.206.38,3,Wed Jan 16 2019 15:36:46 GMT-0600 (CST)
Wed Jan 16 2019 12:29:59 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,5,Wed Jan 16 2019 17:24:29 GMT-0600 (CST)
Wed Jan 16 2019 08:10:30 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,11,Wed Jan 16 2019 15:27:50 GMT-0600 (CST)
Tue Jan 15 2019 20:26:11 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.3 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.3",71.195.19.50,13,Wed Jan 16 2019 11:57:44 GMT-0600 (CST)
Tue Jan 15 2019 19:47:08 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,10,Tue Jan 15 2019 22:57:01 GMT-0600 (CST)
Tue Jan 15 2019 12:23:30 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,5,Tue Jan 15 2019 17:24:44 GMT-0600 (CST)
Tue Jan 15 2019 07:53:33 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,25,Tue Jan 15 2019 23:45:12 GMT-0600 (CST)
Mon Jan 14 2019 20:16:39 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,3,Mon Jan 14 2019 22:29:26 GMT-0600 (CST)
Mon Jan 14 2019 19:50:09 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,14,Tue Jan 15 2019 02:14:33 GMT-0600 (CST)
Mon Jan 14 2019 19:37:40 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.3 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.3",71.195.19.50,24,Tue Jan 15 2019 19:16:08 GMT-0600 (CST)
Mon Jan 14 2019 17:28:12 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.206.38,6,Mon Jan 14 2019 18:46:32 GMT-0600 (CST)
Mon Jan 14 2019 17:08:36 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.3 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.3",24.118.21.68,7,Mon Jan 14 2019 18:39:15 GMT-0600 (CST)
Mon Jan 14 2019 15:27:12 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",24.118.21.68,8,Mon Jan 14 2019 19:18:54 GMT-0600 (CST)
Mon Jan 14 2019 12:54:17 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.206.38,1,Mon Jan 14 2019 12:54:17 GMT-0600 (CST)
Mon Jan 14 2019 12:22:39 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,5,Mon Jan 14 2019 17:31:59 GMT-0600 (CST)
Mon Jan 14 2019 12:04:53 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.207.167,1,Mon Jan 14 2019 12:04:53 GMT-0600 (CST)
Mon Jan 14 2019 11:20:48 GMT-0600 (CST),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.3 Chrome/61.0.3163.100 Electron/2.0.7 Safari/537.36 Slack_SSB/3.3.3",71.195.19.50,4,Mon Jan 14 2019 14:48:38 GMT-0600 (CST)
Mon Jan 14 2019 08:34:42 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",107.77.207.167,1,Mon Jan 14 2019 08:34:42 GMT-0600 (CST)
Mon Jan 14 2019 07:59:40 GMT-0600 (CST),iOS App (iPhone),"com.tinyspeck.chatlyio/3.59 (iPhone; iOS 12.1.2; Scale/3.00)",71.195.19.50,10,Mon Jan 14 2019 14:35:04 GMT-0600 (CST)
Sun Jan 13 2019 20:07:36 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,9,Sun Jan 13 2019 22:51:16 GMT-0600 (CST)
Sun Jan 13 2019 12:22:49 GMT-0600 (CST),iOS App (iPad),"com.tinyspeck.chatlyio/3.59 (iPad; iOS 12.1.1; Scale/2.00)",71.195.19.50,8,Sun Jan 13 2019 17:37:23 GMT-0600 (CST)
